id,Institute,WorkArea,cease_date,separationtype,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,gender,age,employment_status,position,institute_service,role_service
6.34550359425e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,,,,,,
6.34551034294687e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,,,,,,,,,,,,,,,,,,
6.34551070180781e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,Interpersonal Conflict,-,-,-,-,Female,36  40,Permanent Part-time,Workplace Training Officer,5-6,5-6
6.34551832315938e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Transfer,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,46  50,Permanent Full-time,Administration (AO),3-4,1-2
6.34552014788281e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Contract/casual,Operational (OO),Less than 1 year,Less than 1 year
6.3455271177625e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Teacher (including LVT),7-10,7-10
6.3455287020625e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Male,36  40,Permanent Full-time,Professional Officer (PO),3-4,3-4
6.34552909616094e+17,SkillsTech Australia,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),11-20,5-6
6.34553547935261e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),3-4,11-20
6.34553571408906e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,Ill Health,-,-,Job Dissatisfaction,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34553808149844e+17,Southbank Institute of Technology,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34556211676511e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.345562181325e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34556300304062e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,41  45,Permanent Full-time,Operational (OO),1-2,1-2
6.34556943700261e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Tutor,7-10,5-6
6.345570077075e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,5-6
6.34557157627136e+17,SkillsTech Australia,Delivery (teaching),2011.0,Termination,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),5-6,11-20
6.345578604725e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,46  50,Permanent Full-time,Administration (AO),11-20,11-20
6.3455802800948e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,26  30,Temporary Full-time,Administration (AO),1-2,1-2
6.34558122915156e+17,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,,,,,,,,,,,,,,,,,,
6.3455895140073e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Professional Officer (PO),More than 20 years,Less than 1 year
6.34558972484324e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),11-20,11-20
6.34563192324844e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,,,,,
6.34563904634531e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Tutor,5-6,5-6
6.34563927869375e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Administration (AO),11-20,3-4
6.34564000928438e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Female,56 or older,Permanent Full-time,Administration (AO),7-10,7-10
6.34564018384531e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.3456406360125e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34564078365469e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,1-2
6.34564089906719e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,51-55,Permanent Full-time,Administration (AO),11-20,11-20
6.34564734197031e+17,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
6.34564737601875e+17,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,46  50,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34564781161406e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Permanent Full-time,Teacher (including LVT),3-4,3-4
6.3456478518625e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),,Retirement,,,,,,,,,,,,,,,,,,
6.34564786657344e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,5-6
6.34564899012031e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34565719506875e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,46  50,Temporary Full-time,Tutor,Less than 1 year,Less than 1 year
6.34568278370781e+17,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,Travel,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34568317773125e+17,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34568388536875e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,3-4
6.34568471579063e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,7-10
6.34570010768125e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),7-10,7-10
6.34570247249322e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34570821134531e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34570842998906e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,Other,-,Female,46  50,Permanent Full-time,Executive (SES/SO),5-6,5-6
6.34570881452188e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34574339025156e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,11-20
6.34574528552031e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34574540544844e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
6.34575147671875e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.3457516073125e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,Travel,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34575215740156e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
6.34575365172344e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.345754127925e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
6.34575998028125e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34576020012813e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Part-time,Professional Officer (PO),11-20,3-4
6.34576068194844e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34576230941875e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Contract/casual,Teacher (including LVT),1-2,1-2
6.34576957824062e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Administration (AO),11-20,1-2
6.34577056474375e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,Travel,-,-,Female,21  25,Permanent Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34577068502656e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Male,56 or older,Permanent Full-time,Administration (AO),3-4,11-20
6.34577125839844e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,7-10
6.34577814504531e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34577945776563e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Contract/casual,Teacher (including LVT),3-4,1-2
6.34577978929375e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Temporary Part-time,Administration (AO),3-4,1-2
6.34580376657969e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Permanent Part-time,Teacher (including LVT),7-10,7-10
6.34580402580937e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),11-20,3-4
6.34580449107031e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,,,,,,,,,,,,,,,,,,,
6.34580584676406e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Executive (SES/SO),More than 20 years,More than 20 years
6.3458117411625e+17,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34581193524375e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,46  50,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34581200570937e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,3-4
6.34581205982188e+17,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,
6.34581219297344e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.3458122753e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Teacher (including LVT),7-10,7-10
6.34581240039844e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34581287875e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
6.3458137435375e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34581382832188e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,Less than 1 year
6.34581395871562e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,1-2
6.34582037492969e+17,SkillsTech Australia,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34582074204062e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,26  30,Temporary Full-time,Professional Officer (PO),Less than 1 year,Less than 1 year
6.34582107325625e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34582121700937e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Part-time,Tutor,11-20,11-20
6.34582155813125e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Female,46  50,Temporary Part-time,Teacher (including LVT),1-2,1-2
6.34582194805469e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
6.34582239753594e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Part-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34582296244062e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.3458231357125e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,41  45,Permanent Part-time,Administration (AO),11-20,11-20
6.3458303174875e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Apprentice,5-6,11-20
6.34583077875781e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,11-20
6.34583118693437e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Professional Officer (PO),11-20,11-20
6.34583146836094e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34583178702344e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),7-10,7-10
6.34583834033437e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34583841789688e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34583921802031e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
6.34583953717969e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34583967086406e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,31  35,Permanent Part-time,Technical Officer (TO),5-6,5-6
6.34583968718906e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,56 or older,Temporary Part-time,Teacher (including LVT),3-4,3-4
6.34584008886406e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,21  25,Temporary Full-time,Administration (AO),1-2,Less than 1 year
6.34586368436563e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
6.34587255819219e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34587282300781e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Professional Officer (PO),11-20,11-20
6.34587326853281e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34587358750312e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),3-4,3-4
6.34587368215469e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,46  50,Permanent Full-time,Operational (OO),11-20,11-20
6.3458743964875e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34588118119375e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,41  45,Permanent Part-time,Teacher (including LVT),11-20,1-2
6.34588206563125e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
6.34588972696719e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,
6.34589004859375e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Administration (AO),11-20,5-6
6.34589056926875e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34589124148906e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Technical Officer (TO),5-6,5-6
6.34589153179219e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34589971216563e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.3459250085375e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,,,,,,
6.34592549493281e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,46  50,Temporary Part-time,Administration (AO),3-4,3-4
6.34593386107187e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Full-time,Administration (AO),1-2,1-2
6.34595096448594e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Administration (AO),7-10,7-10
6.34595867098906e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,41  45,Temporary Full-time,Administration (AO),3-4,3-4
6.34596021056875e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Temporary Full-time,Technical Officer (TO),Less than 1 year,Less than 1 year
6.34596058346875e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
6.34598712269375e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Male,46  50,Permanent Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34599352590156e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,51-55,Temporary Part-time,Professional Officer (PO),3-4,Less than 1 year
6.34600207124687e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Part-time,Workplace Training Officer,3-4,3-4
6.34600285342656e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34601227926094e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Permanent Full-time,Administration (AO),3-4,1-2
6.34612373906875e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34617650635469e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,Maternity/Family,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,41  45,Permanent Full-time,Teacher (including LVT),3-4,3-4
6.34619453818281e+17,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,31  35,Permanent Full-time,Executive (SES/SO),Less than 1 year,More than 20 years
6.34620112502188e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,51-55,Permanent Full-time,Professional Officer (PO),Less than 1 year,11-20
6.34620134299688e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Female,36  40,Temporary Full-time,Administration (AO),5-6,1-2
