id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb,institute_service,dissatisfied
684,Resignation-Other employer,2013.0,1988.0,1991.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,46-50,,,,,,25.0,False
685,Resignation-Other employer,,2011.0,2012.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,,,True
686,Resignation-Other employer,2013.0,2004.0,2004.0,Schools Officer,,South East,,Permanent Full-time,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Female,46-50,,,,,,9.0,True
687,Resignation-Other employer,2014.0,1985.0,2010.0,Public Servant,AO8 and Above,Central Office,Corporate Strategy and Peformance,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56-60,,,,,,29.0,False
689,Resignation-Other reasons,2013.0,2013.0,2013.0,Teacher Aide,,Darling Downs South West,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,0.0,False
692,Resignation-Move overseas/interstate,2014.0,2004.0,2004.0,Teacher,Secondary,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,31-35,,,,,,10.0,False
693,Resignation-Other employer,2014.0,1998.0,2013.0,Teacher,,Darling Downs South West,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,,16.0,False
694,Resignation-Other reasons,2013.0,2012.0,2012.0,Teacher,Secondary,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,21-25,,,,,,1.0,False
695,Resignation-Move overseas/interstate,2014.0,2010.0,2010.0,Teacher,Secondary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,,,,,,4.0,False
696,Resignation-Other reasons,,2012.0,,Teacher Aide,,Metropolitan,,Casual,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,46-50,,,,,,,False
698,Resignation-Move overseas/interstate,2013.0,2008.0,2008.0,Teacher Aide,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,Yes,,,,,5.0,False
700,Resignation-Other reasons,2013.0,2010.0,2010.0,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,,3.0,True
702,Resignation-Other employer,2013.0,2007.0,2013.0,Other,,Central Office,Information and Technologies,Casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,,6.0,False
703,Resignation-Other reasons,2013.0,1988.0,1988.0,Teacher,Primary,Central Queensland,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,25.0,False
705,Resignation-Move overseas/interstate,2013.0,2013.0,2013.0,Public Servant,A01-A04,Central Office,"Policy, Research, Legislation",Permanent Full-time,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,,0.0,True
706,Resignation-Other reasons,,2006.0,2007.0,Teacher Aide,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,41-45,,,,,,,False
711,Resignation-Other employer,,,,Teacher,Primary,Central Office,Education Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,,,True
714,Resignation-Other reasons,2013.0,,,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,61 or older,,,,,,,False
718,Resignation-Other reasons,2013.0,2000.0,2001.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,,,,,,13.0,True
726,Resignation-Other reasons,,1984.0,,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,46-50,,,,,,,False
728,Resignation-Other employer,2014.0,1975.0,1987.0,Head of Curriculum/Head of Special Education,,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,,39.0,True
729,Resignation-Other reasons,2014.0,1980.0,2003.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,51-55,,,,,,34.0,True
732,Resignation-Other employer,2013.0,1999.0,1999.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,14.0,True
733,Resignation-Other reasons,2014.0,1992.0,1997.0,Technical Officer,,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,,,,,,22.0,True
737,Resignation-Move overseas/interstate,2013.0,2006.0,,Cleaner,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Female,61 or older,,,,,,7.0,False
739,Resignation-Other reasons,2013.0,1999.0,2004.0,Teacher,Special Education,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,,14.0,False
746,Resignation-Other employer,2013.0,1991.0,2004.0,Public Servant,A01-A04,Central Office,Information and Technologies,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,22.0,True
749,Resignation-Move overseas/interstate,2014.0,2008.0,2008.0,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,41-45,,,,,,6.0,False
753,Resignation-Other reasons,2013.0,2005.0,2005.0,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,,8.0,True
754,Resignation-Other reasons,2013.0,1998.0,,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,46-50,,,,Yes,,15.0,False
755,Resignation-Other employer,2013.0,2004.0,2011.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,31-35,,,,,,9.0,True
757,Resignation-Other employer,2013.0,2012.0,2013.0,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,,1.0,False
764,Resignation-Other employer,2006.0,2006.0,2006.0,Teacher,Primary,Metropolitan,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,0.0,False
768,Resignation-Other employer,2014.0,2007.0,2007.0,Teacher,Primary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,,,,,,7.0,False
771,Resignation-Other reasons,2013.0,2008.0,,Teacher Aide,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,,,,,,5.0,False
772,Resignation-Other reasons,,1987.0,1987.0,Cleaner,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,,,False
773,Resignation-Other employer,2014.0,2002.0,2007.0,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,,,,,12.0,False
776,Resignation-Other employer,,2005.0,2005.0,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,,,False
786,Resignation-Other reasons,2013.0,2013.0,2013.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,,,,,,0.0,True
788,Resignation-Other employer,2014.0,1994.0,2008.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,20.0,True
790,Resignation-Other employer,,1990.0,2010.0,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,,False
791,Resignation-Other reasons,2014.0,1983.0,1999.0,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,,31.0,False
792,Resignation-Other reasons,2014.0,2008.0,2008.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Male,36-40,,,,,,6.0,True
793,Resignation-Other reasons,,2007.0,2007.0,Public Servant,A01-A04,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,,True
796,Resignation-Move overseas/interstate,2013.0,,,Cleaner,,,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,36-40,,,,,,,False
799,Resignation-Move overseas/interstate,,2000.0,2013.0,Public Servant,A01-A04,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,36-40,,,,,,,False
800,Resignation-Move overseas/interstate,,1995.0,,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,,,False
804,Resignation-Move overseas/interstate,2013.0,,,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,False
805,Resignation-Other employer,2014.0,2004.0,2007.0,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,10.0,False
806,Resignation-Other employer,2014.0,2008.0,2013.0,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,,6.0,False
808,Resignation-Other employer,2013.0,2005.0,2005.0,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,41-45,,,,,,8.0,False
809,Resignation-Other reasons,2013.0,2004.0,2004.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,36-40,,,,,,9.0,True
810,Resignation-Other reasons,2013.0,2010.0,2010.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,,3.0,False
817,Resignation-Other employer,2014.0,2012.0,2012.0,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,,2.0,False
818,Resignation-Move overseas/interstate,2014.0,2012.0,2012.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,,2.0,False
821,Resignation-Move overseas/interstate,2014.0,2009.0,2009.0,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,Female,31-35,,,,,,5.0,True
823,Resignation-Move overseas/interstate,2013.0,,,Teacher Aide,,Metropolitan,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False
